well_id,fold,horizontal_relative
bf70b410,4,bf70b410__horizontal_well.csv
bffe3082,1,bffe3082__horizontal_well.csv
c03b9305,3,c03b9305__horizontal_well.csv
c03d4aed,4,c03d4aed__horizontal_well.csv
c03fba65,3,c03fba65__horizontal_well.csv
c07fd0cd,0,c07fd0cd__horizontal_well.csv
c1708b88,2,c1708b88__horizontal_well.csv
c1d046f4,1,c1d046f4__horizontal_well.csv
c2717d4f,4,c2717d4f__horizontal_well.csv
c2c4db09,3,c2c4db09__horizontal_well.csv
c2c6fc71,2,c2c6fc71__horizontal_well.csv
c36625df,3,c36625df__horizontal_well.csv
c3957531,0,c3957531__horizontal_well.csv
c42fe306,4,c42fe306__horizontal_well.csv
c43812e2,1,c43812e2__horizontal_well.csv
c472c0b5,0,c472c0b5__horizontal_well.csv
c47e0767,2,c47e0767__horizontal_well.csv
c50b42f6,0,c50b42f6__horizontal_well.csv
c593337f,0,c593337f__horizontal_well.csv
c59b6c4a,4,c59b6c4a__horizontal_well.csv
c66be2b8,3,c66be2b8__horizontal_well.csv
c6797dd7,3,c6797dd7__horizontal_well.csv
c6b782a4,4,c6b782a4__horizontal_well.csv
c6c96179,2,c6c96179__horizontal_well.csv
c70c0e01,3,c70c0e01__horizontal_well.csv
c84c65be,0,c84c65be__horizontal_well.csv
c8d9680c,3,c8d9680c__horizontal_well.csv
c908edd0,3,c908edd0__horizontal_well.csv
c9578d27,0,c9578d27__horizontal_well.csv
c96c018a,0,c96c018a__horizontal_well.csv
c99f9fae,0,c99f9fae__horizontal_well.csv
c9e6734f,1,c9e6734f__horizontal_well.csv
c9e980e8,1,c9e980e8__horizontal_well.csv
c9fedcf3,0,c9fedcf3__horizontal_well.csv
cad13e8f,4,cad13e8f__horizontal_well.csv
cb34231f,2,cb34231f__horizontal_well.csv
cb879f40,2,cb879f40__horizontal_well.csv
cbb406b5,3,cbb406b5__horizontal_well.csv
cbe51de1,0,cbe51de1__horizontal_well.csv
cbe62450,3,cbe62450__horizontal_well.csv
cc08aa63,0,cc08aa63__horizontal_well.csv
cc8a1d57,3,cc8a1d57__horizontal_well.csv
ccedb12b,2,ccedb12b__horizontal_well.csv
cd7f1687,1,cd7f1687__horizontal_well.csv
cda7eb37,0,cda7eb37__horizontal_well.csv
cdc31d65,4,cdc31d65__horizontal_well.csv
cdc60a53,3,cdc60a53__horizontal_well.csv
ce55ba43,1,ce55ba43__horizontal_well.csv
ce8399b7,0,ce8399b7__horizontal_well.csv
cf50c9d1,1,cf50c9d1__horizontal_well.csv
d00e7eb9,1,d00e7eb9__horizontal_well.csv
d011f41b,3,d011f41b__horizontal_well.csv
d07aed8f,1,d07aed8f__horizontal_well.csv
d085e611,1,d085e611__horizontal_well.csv
d0a0e7b5,1,d0a0e7b5__horizontal_well.csv
d0a43760,1,d0a43760__horizontal_well.csv
d0cb63ae,3,d0cb63ae__horizontal_well.csv
d114d9c2,3,d114d9c2__horizontal_well.csv
d1457cc5,3,d1457cc5__horizontal_well.csv
d1ecf309,2,d1ecf309__horizontal_well.csv
d1ee630d,2,d1ee630d__horizontal_well.csv
d217e0c5,3,d217e0c5__horizontal_well.csv
d24ff243,1,d24ff243__horizontal_well.csv
d273674e,2,d273674e__horizontal_well.csv
d2f3b1ab,2,d2f3b1ab__horizontal_well.csv
d3df146b,0,d3df146b__horizontal_well.csv
d40f61d5,0,d40f61d5__horizontal_well.csv
d41beaf2,4,d41beaf2__horizontal_well.csv
d463e527,2,d463e527__horizontal_well.csv
d4f60a28,2,d4f60a28__horizontal_well.csv
d50c649a,0,d50c649a__horizontal_well.csv
d543916f,4,d543916f__horizontal_well.csv
d5df0ff5,4,d5df0ff5__horizontal_well.csv
d60430e6,3,d60430e6__horizontal_well.csv
d63196fe,3,d63196fe__horizontal_well.csv
d6c320d9,1,d6c320d9__horizontal_well.csv
d6dd7330,4,d6dd7330__horizontal_well.csv
d7ba4f9d,0,d7ba4f9d__horizontal_well.csv
d7eb0be8,4,d7eb0be8__horizontal_well.csv
d84b621b,0,d84b621b__horizontal_well.csv
d90aa14c,1,d90aa14c__horizontal_well.csv
d924e971,3,d924e971__horizontal_well.csv
d9ae59b2,2,d9ae59b2__horizontal_well.csv
d9d6d94d,2,d9d6d94d__horizontal_well.csv
d9eca87b,1,d9eca87b__horizontal_well.csv
da2d4d7c,0,da2d4d7c__horizontal_well.csv
da3bfe4e,1,da3bfe4e__horizontal_well.csv
da3cf798,1,da3cf798__horizontal_well.csv
da940160,2,da940160__horizontal_well.csv
dafc88c3,2,dafc88c3__horizontal_well.csv
dbee6c86,1,dbee6c86__horizontal_well.csv
dc5fbe29,1,dc5fbe29__horizontal_well.csv
dc7da28f,1,dc7da28f__horizontal_well.csv
dc7f9757,1,dc7f9757__horizontal_well.csv
dd168de0,2,dd168de0__horizontal_well.csv
dd64382d,3,dd64382d__horizontal_well.csv
dd6bc5b2,1,dd6bc5b2__horizontal_well.csv
dd7d638e,0,dd7d638e__horizontal_well.csv
ddc790ff,4,ddc790ff__horizontal_well.csv
df71d1ff,3,df71d1ff__horizontal_well.csv
df73b8f3,1,df73b8f3__horizontal_well.csv
df8290be,1,df8290be__horizontal_well.csv
e0079ed1,3,e0079ed1__horizontal_well.csv
e03b45fd,2,e03b45fd__horizontal_well.csv
e0f36d98,4,e0f36d98__horizontal_well.csv
e149204f,1,e149204f__horizontal_well.csv
e14d641e,3,e14d641e__horizontal_well.csv
e161bd0c,4,e161bd0c__horizontal_well.csv
e201fd6d,3,e201fd6d__horizontal_well.csv
e25f1537,1,e25f1537__horizontal_well.csv
e2fc7745,2,e2fc7745__horizontal_well.csv
e32da4ec,4,e32da4ec__horizontal_well.csv
e3b34f5b,2,e3b34f5b__horizontal_well.csv
e45a2a62,4,e45a2a62__horizontal_well.csv
e46f4ef4,0,e46f4ef4__horizontal_well.csv
e4726608,2,e4726608__horizontal_well.csv
e5864244,3,e5864244__horizontal_well.csv
e5c92e59,3,e5c92e59__horizontal_well.csv
e5ff9fd2,4,e5ff9fd2__horizontal_well.csv
e6c55748,1,e6c55748__horizontal_well.csv
e730c32b,4,e730c32b__horizontal_well.csv
e737965a,4,e737965a__horizontal_well.csv
e748dd88,3,e748dd88__horizontal_well.csv
e7818f7a,3,e7818f7a__horizontal_well.csv
e7c36e81,3,e7c36e81__horizontal_well.csv
e7d0c1de,1,e7d0c1de__horizontal_well.csv
e85074c5,4,e85074c5__horizontal_well.csv
e97032ad,1,e97032ad__horizontal_well.csv
e9949a23,2,e9949a23__horizontal_well.csv
ea0b99b7,3,ea0b99b7__horizontal_well.csv
ea3a0e38,4,ea3a0e38__horizontal_well.csv
ea41324e,0,ea41324e__horizontal_well.csv
eabc711b,0,eabc711b__horizontal_well.csv
eac10e86,3,eac10e86__horizontal_well.csv
eafb863e,2,eafb863e__horizontal_well.csv
eb06a4e7,3,eb06a4e7__horizontal_well.csv
eb640a35,3,eb640a35__horizontal_well.csv
eb934281,1,eb934281__horizontal_well.csv
eba6605e,0,eba6605e__horizontal_well.csv
ebe69318,4,ebe69318__horizontal_well.csv
ec0d597b,4,ec0d597b__horizontal_well.csv
ec13af42,2,ec13af42__horizontal_well.csv
ecdab904,3,ecdab904__horizontal_well.csv
ecdaf714,2,ecdaf714__horizontal_well.csv
ed6436d6,1,ed6436d6__horizontal_well.csv
ed6e6e54,1,ed6e6e54__horizontal_well.csv
edf885a3,1,edf885a3__horizontal_well.csv
ee0300f7,0,ee0300f7__horizontal_well.csv
ee288beb,2,ee288beb__horizontal_well.csv
ee4aecac,4,ee4aecac__horizontal_well.csv
eeda36f5,0,eeda36f5__horizontal_well.csv
eeed308d,0,eeed308d__horizontal_well.csv
ef04658e,4,ef04658e__horizontal_well.csv
ef8e3ed0,3,ef8e3ed0__horizontal_well.csv
efde6ac3,4,efde6ac3__horizontal_well.csv
efe96181,4,efe96181__horizontal_well.csv
f0188a48,2,f0188a48__horizontal_well.csv
f021b650,0,f021b650__horizontal_well.csv
f03f10fe,2,f03f10fe__horizontal_well.csv
f053a1b9,4,f053a1b9__horizontal_well.csv
f074d277,2,f074d277__horizontal_well.csv
f07d7037,3,f07d7037__horizontal_well.csv
f08774c3,4,f08774c3__horizontal_well.csv
f140c2fa,4,f140c2fa__horizontal_well.csv
f16e25e3,4,f16e25e3__horizontal_well.csv
f2d4c8c9,3,f2d4c8c9__horizontal_well.csv
f321a31c,2,f321a31c__horizontal_well.csv
f40cd091,3,f40cd091__horizontal_well.csv
f439a621,2,f439a621__horizontal_well.csv
f49fdea3,3,f49fdea3__horizontal_well.csv
f4d12d23,0,f4d12d23__horizontal_well.csv
f56d3ace,4,f56d3ace__horizontal_well.csv
f5859199,2,f5859199__horizontal_well.csv
f5d8aab6,4,f5d8aab6__horizontal_well.csv
f631da6e,4,f631da6e__horizontal_well.csv
f6824bb0,4,f6824bb0__horizontal_well.csv
f6bc699b,0,f6bc699b__horizontal_well.csv
f6d009f4,3,f6d009f4__horizontal_well.csv
f72b268f,3,f72b268f__horizontal_well.csv
f8662c22,2,f8662c22__horizontal_well.csv
f88ddb26,1,f88ddb26__horizontal_well.csv
f8afa78a,4,f8afa78a__horizontal_well.csv
f8f59188,3,f8f59188__horizontal_well.csv
f9fc81aa,4,f9fc81aa__horizontal_well.csv
fa16d114,3,fa16d114__horizontal_well.csv
fa31da94,3,fa31da94__horizontal_well.csv
fa667be2,1,fa667be2__horizontal_well.csv
fae0c593,1,fae0c593__horizontal_well.csv
fb03ae90,0,fb03ae90__horizontal_well.csv
fb0904bd,4,fb0904bd__horizontal_well.csv
fb3848a1,0,fb3848a1__horizontal_well.csv
fb73b13a,0,fb73b13a__horizontal_well.csv
fba7683c,3,fba7683c__horizontal_well.csv
fbd68d27,1,fbd68d27__horizontal_well.csv
fc03f21f,1,fc03f21f__horizontal_well.csv
fc0d20b2,0,fc0d20b2__horizontal_well.csv
fcfcc902,1,fcfcc902__horizontal_well.csv
fd3b4faa,0,fd3b4faa__horizontal_well.csv
fd710aea,2,fd710aea__horizontal_well.csv
fd8f77fa,4,fd8f77fa__horizontal_well.csv
fde20ecf,4,fde20ecf__horizontal_well.csv
fdfd57da,3,fdfd57da__horizontal_well.csv
febb4411,2,febb4411__horizontal_well.csv
fef8af96,0,fef8af96__horizontal_well.csv
ff0aea78,3,ff0aea78__horizontal_well.csv
ff8bb73a,0,ff8bb73a__horizontal_well.csv
ffefef30,4,ffefef30__horizontal_well.csv
